,Tweet,Username,Location,Created_at
156,"Saat ini add-on CATCHPLAY+tersedia di tipe Hybrid Box (STB) IndiHome tertentu.
#InternetnyaIndonesia… https://t.co/nnKB9VOeEj",Muhamma92853407,,2022-01-26 17:13:33
157,RT @soegasm: ANJ INDIHOME KENAPA BANGSAT JELEK BANGET GUE AMPE PAKE PAKET DATA,konyql,dnff,2022-01-26 17:12:15
158,"@IndiHomeCare @IndiHome selamat malam, ini kenapa 2 udh 2 hari speed down gini. upload tadinya 9mb download 22 mb.… https://t.co/SaTZe6je2j",aruul_9,Indonesia,2022-01-26 17:12:12
159,"@wongkentir_id Selamat Malam, Kak Andrie. Guna kami bantu untuk pengecekan, silakan Kakak informasikan nomor layana… https://t.co/L5YjubSjy3",IndiHomeCare,Indonesia,2022-01-26 17:11:40
160,"Fitur IndiHome TV, memudahkanmu mengatur tayangan sepuasnya sesukamu, Sobat! Star-struck

Mau di-pause dulu tayanga… https://t.co/nvlw3FmYqh",Muhamma92853407,,2022-01-26 17:11:38
161,@DoeRaharjo @IndiHome Samaaaa,bryantivist,Land Of Pleasure,2022-01-26 17:10:46
162,"Ini seru banget nih, jadi ingat masa-masa SMP dulu paling suka isi tts begini😊 https://t.co/cDXn9gN5bM",Ghibraneza,,2022-01-26 17:08:35
163,Jangan ketinggalan seru kuisnya 🙂 https://t.co/vPsQRsG3i1,naomiwin1,,2022-01-26 17:07:09
164,Seru ini min kuisnya 🙂 https://t.co/e5qdTMpkGQ,bungabelwin,,2022-01-26 17:05:37
165,indihome knp lemot sie,JokuiNugas,OPEN ORDER,2022-01-26 17:05:12
166,Sumpah indihome udah 3hari ini kenapa lemot banget siiik😭😩,ggogobebe,"Bogor, Indonesia",2022-01-26 17:05:10
167,@silksonnic nama panjang lu pia indihome,gamonasai,,2022-01-26 17:05:00
168,ANJ INDIHOME KENAPA BANGSAT JELEK BANGET GUE AMPE PAKE PAKET DATA,soegasm,he/him ; dnff,2022-01-26 17:03:14
169,Enak banget nih. Jadi bisa asah otak juga jadi seru banget ya 😊 https://t.co/uc52WWweo8,diiaanpratama,,2022-01-26 17:02:05
170,"Indonesia, piano, internet, apa lagi ya. Seru 🙂 https://t.co/UPDpu43i3s",betiwin2,,2022-01-26 17:00:15
171,"OI PUKIMAI, KNPA INDIHOME HARI"" LAG MACAM TAII

#IndiHome #wifiburik",noturbaee31,,2022-01-26 17:00:12
172,"Malam gini enak dengerin Ngaji di Youtube Bareng Kyai Muda Asal kendal, semoga bermanfaat &amp; Barokah. Tentunya pake… https://t.co/AkJljH46rD",choliezh94,,2022-01-26 16:56:52
173,"Salah satu cara bahagia adalah dengan bersyukur. Bersyukur atas segala pencaipaian saat ini, bersyukur atas segala… https://t.co/I9TNOaPP6k",fahrurr68050706,kota semarang,2022-01-26 16:56:17
174,Ini seru ikutan kuis hari ini🙂 https://t.co/koJ8zVVIt1,monawin2,,2022-01-26 16:56:10
175,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/DWMqinXW4M,fahrurr68050706,kota semarang,2022-01-26 16:56:07
176,"Setelah seharian kerja, sekarang waktunya cari hiburan . Malam2 gini nyalain musik Mendung tanpo udan pake youtube… https://t.co/gPEBaOSLWk",tessafikri4,"Yogyakarta, Indonesia",2022-01-26 16:54:24
177,"Cara Mengatasi
Lupa Password Wifi 
Untuk Modem ZTE IndiHome.

#AktivitasTanpaBatas
#InternetnyaIndonesia… https://t.co/vpOkUm0VxC",Ade_martins22,"Bali, Indonesia",2022-01-26 16:54:01
178,"Jangan Lupa guys..
Cek Penggunaan Internet Kamu
dengan Aplikasi My Indihome.

#AktivitasTanpaBatas… https://t.co/waEJDO8I5k",Ade_martins22,"Bali, Indonesia",2022-01-26 16:50:57
179,ikbal nah ini beneran Nana KAGET BANGET Ngawe Lily Lemonilo Novri Nganjuk Mendung Tanpa Udan  #22TangkapKurirShopee… https://t.co/5EA4pX4qwq,abugesper,,2022-01-26 16:48:12
180,"Salah satu cara bahagia adalah dengan bersyukur. Bersyukur atas segala pencaipaian saat ini, bersyukur atas segala… https://t.co/8LjJdVnToI",bangyant0,"kudus, Indonesia",2022-01-26 16:48:00
181,"Ikutan ini, seru euy🙂 https://t.co/Bx0DGlvo33",ariwinw,,2022-01-26 16:47:48
182,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/F8cYFx0mUF,bangyant0,"kudus, Indonesia",2022-01-26 16:46:40
183,"Indihome kenapa dah tengah malam gini malah gangguan

#IndiHome",RindaNabilaP,Banjarbaru,2022-01-26 16:46:28
184,"Yukkk
Ketahui Nomor-nomor resmi Dari Indihome

#AktivitasTanpaBatas
#InternetnyaIndonesia 
#IndiHomeMbois https://t.co/jhrYBNncJh",Ade_martins22,"Bali, Indonesia",2022-01-26 16:46:15
185,@IndiHomeCare Yang di bawah tu nomor indihome yh tidak saya kenal,RiantyPutry7,,2022-01-26 16:46:04
186,"berikut cara Ganti Password
Indihome sobat...!!!

#AktivitasTanpaBatas
#InternetnyaIndonesia 
#IndiHomeMbois https://t.co/FfmZb3r0RI",Ade_martins22,"Bali, Indonesia",2022-01-26 16:45:56
187,"Meskipun weekend masih 3 hari lagi, tetap semangat kerjanya ya. Istirahat duluu sambil nonton netflix pake  IndiHom… https://t.co/2w5ShSEdhW",bangyant0,"kudus, Indonesia",2022-01-26 16:45:24
188,capek dah udah 6 jam kaga bener bener 😤😤 @IndiHome tolong pengertiannya https://t.co/qlFR3l1fyL,fzlsni_,"DKI Jakarta, Indonesia",2022-01-26 16:45:05
189,"Apa ini, sepertinya seru 🙂 https://t.co/2usSdr4WcR",Sintawin3,,2022-01-26 16:44:36
190,"Salah satu cara bahagia adalah dengan bersyukur. Bersyukur atas segala pencaipaian saat ini, bersyukur atas segala… https://t.co/IcNLjJ9FiC",bangyant0,"kudus, Indonesia",2022-01-26 16:43:38
191,Gws indihome,pidermanc,Z+,2022-01-26 16:41:04
192,RT @abugesper: Nana KAGET BANGET Ngawe Lily Lemonilo Novri Nganjuk Mendung Tanpa Udan  #22TangkapKurirShopee 591 M Antasari 45 #AksaraMahar…,abugesper,,2022-01-26 16:39:14
193,"Apa2an ini kuota A**X habis
Tadi mo pasang wifi, tiang iconnect gak ada di kompleks
Mau pakai indihome full jaringa… https://t.co/WKr7DmcbEf",Yassaagathas,,2022-01-26 16:39:07
194,Pengen ngerasain seru nya ini 🙂 https://t.co/vyAwcjYuMp,azizahkho1,,2022-01-26 16:38:05
195,"Indonesia, piano, internet. Seru ini🙂 https://t.co/NApU71xMxK",Sonyakb2,,2022-01-26 16:36:45
196,"RT @IndihomeJTD: Penyaluran donasi Charity IndiHome, Amazinggg!!!! 1000 sembako dan 60juta lhoo 😍😍 
#SemangatTanpaBatas #InternetnyaIndones…",septalia_nadnad,Pekalongan,2022-01-26 16:35:25
197,"Salah satu cara bahagia adalah dengan bersyukur. Bersyukur atas segala pencaipaian saat ini, bersyukur atas segala… https://t.co/C586RheNEe",septalia_nadnad,Pekalongan,2022-01-26 16:34:58
198,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/5qNMsW11ht,septalia_nadnad,Pekalongan,2022-01-26 16:34:47
199,"Meskipun weekend masih 3 hari lagi, tetap semangat kerjanya ya. Istirahat duluu sambil nonton netflix pake  IndiHom… https://t.co/bWjocFERi0",septalia_nadnad,Pekalongan,2022-01-26 16:34:29
200,Pertandingan persiraja sama persela gak ada yang menang ya tadi hasilnya imbang 🧐 https://t.co/zIVlbxA3rU,akusimalika,,2022-01-26 16:34:18
201,Bingung mau makan dimana yg enak? Kalo ada indihome gakperlu bingung langsung cek di sosial media rekomendasi makan… https://t.co/abi6AlgAyU,panggilnj,"Semarang, Jawa Tengah",2022-01-26 16:33:52
202,@IndiHomeCare kenapa sya punya dua nmr indihome yh saya kelola..saya kan cuma punya 1,RiantyPutry7,,2022-01-26 16:32:09
203,"Mau ikutan, kayaknya seru🙂 https://t.co/V9bHhzgvZn",adiika108,,2022-01-26 16:31:39
204,@indihomeborneo @IndiHome Ada 7 logo KIGP yang tersembunyi pada gambar. @singgihazwar @BPoer94 #IndiHomeBorneo… https://t.co/5aW8CoGPEE,FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:31:24
205,Indihome kenapa lagi anjir,yoxwinwin,,2022-01-26 16:30:31
206,Seru juga ini kuisnya 🙂 https://t.co/AnV2ZBmCPr,aisshmeee,,2022-01-26 16:30:24
207,"Jalur favorite salatiga jogja via kopeng, sefavorite saat aku pake indihome di rumah 🥰 #InternetnyaIndonesia… https://t.co/2cFELfr9xr",panggilnj,"Semarang, Jawa Tengah",2022-01-26 16:29:54
208,"Feeling hamba indihome nanti tiba-tiba merah semua indikator di routernya, kek pas mau kick-off sf ucl dulu",rixskt,,2022-01-26 16:27:57
209,@IndiHomeCare Kenapa ya nomor indihome yh sy kelola ada 2..padahal saya cuma punya 1 indihome,RiantyPutry7,,2022-01-26 16:27:22
210,"Iseng” liat tutorial masak dirumah krn wifi always on pake indihome, nemuin juga resep churros yg simple 😁… https://t.co/ZZLfaAjfCy",panggilnj,"Semarang, Jawa Tengah",2022-01-26 16:26:18
211,Gua yakin Arema nanti bisa menang  selisih 3 goal dengan Persipura https://t.co/bN41gUmJO5,Sodikin83290219,,2022-01-26 16:21:21
212,indihome ampas,parmonangannn,gbk senayan,2022-01-26 16:21:04
213,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/Qn7LZ1cGRv,panggilnj,"Semarang, Jawa Tengah",2022-01-26 16:20:41
214,Indihome jan ngadi2 deh,RobbyGauraf,Somewhere Inside Your Heart,2022-01-26 16:20:10
215,INDIHOME GUE LAGI DI CANVAAAAAAAAAAAAAA,gumiwin,she/her,2022-01-26 16:18:54
216,"Yok fokus sama yang kamu pengen. Bisa bisa 💕.  
#IndiHome mengisi hari hari https://t.co/uhhLjgNCLn",Sucikanhatiii,"Kota Semarang, Jawa Tengah",2022-01-26 16:18:07
217,Indihome apa emang lagi down kah?? Kok lemot bgt :(,vachirawinn12,,2022-01-26 16:16:43
218,@indihomejkt Jawabannya adalah 25 👍🏻 @muhisyimm @Ulnbe #IndiHome #QuizJempol #AktivitasTanpaBatas,Gustiwarnii,,2022-01-26 16:15:22
219,ini indihome lagi bermasalah?,skedipawpaw,earth,2022-01-26 16:14:57
220,Opo iki sg nggawe wong indihome ya. Ngerti wujud siluman https://t.co/eVMc0ynjjh,paxlurah,"Yogyakarta, Indonesia",2022-01-26 16:14:44
221,"RT @indizenborneo: Kerennya fitur social media di jaman sekarang, cari informasi bisa secara mudah, cepat dan tepat! Sobat bisa coba juga l…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:14:43
222,"RT @indizenborneo: Dan terakhir Charity, di mana IndiHome selalu mengedepankan nilai kemanusiaan sebagai bagian dari Corporate Social Respo…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:14:33
223,"RT @indihomejkt: Hai sob, waktunya #QuizJempol!

Bagi sobat pelanggan IndiHome pasti bisa banget menjawab pertanyaan ini…
Dari gambar di at…",Gustiwarnii,,2022-01-26 16:14:29
224,"RT @indizenborneo: Sebagai #InternetnyaIndonesia, IndiHome bertujuan mengimplementasikan misi 3C yakni Connectivity, dengan melakukan pemer…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:14:17
225,"RT @indihomeborneo: Nah, Sobat juga bisa kok seperti mereka! Caranya mudah. Kamu tinggal ikutan Kompetisi IndiHome Generasi Prestasi (KIGP…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:14:01
226,bukan indihome kalo tiap hari kaga error bangsat,ffalleee,Jakarta Capital Region,2022-01-26 16:13:57
227,"RT @indihomeborneo: JBL JBL JBL alias JAGO BANGET LOOOH~

Kita sebagai warga Kalimantan patut berterima kasih sama 4 sosok pemuda ini, lho!…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:13:35
228,"RT @indihomeborneo: Lebih baik jatuh cinta daripada jatuh tempo tau~⁠⁠ hihihi
⁠⁠
Segera bayar tagihan IndiHomemu melalui merchant-merchant…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:13:31
229,"RT @indihomeborneo: ADA APA DENGAN ABIDIN?

Padahal kan Abidin salah satu anak berprestasi &amp; berbakat di sekolah, dan disenangi banyak guru…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:13:15
230,"RT @indihomeborneo: #GIVEAWAY IS COMING! 🥳

Kapan lagi 'kan tuker poin di myIndiHome, main game, trus abis itu tagihan/abonemen Februari 20…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:12:39
231,"RT @indihomeborneo: Dan terakhir Charity, di mana IndiHome selalu mengedepankan nilai kemanusiaan sebagai bagian dari Corporate Social Resp…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:12:36
232,"RT @indihomeborneo: Sebagai #InternetnyaIndonesia, IndiHome bertujuan mengimplementasikan misi 3C yakni Connectivity, dengan melakukan peme…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:12:33
233,"RT @indihomeborneo: Kapan lagi dikasih banyak pilihan promo menarik yang bisa bikin harimu lebih asik? 😍

Sekarang banget! Kamu bisa wujudi…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:12:31
234,Indihome tempat kalian eror gaksi?,moonierain_,,2022-01-26 16:11:22
235,Btw pertandingan hari ini siapa yang menang ya 🤔 https://t.co/92rF6LyzxE,fuyunoosuke,Home sweet home,2022-01-26 16:11:16
236,@IndiHome @IndiHomeCare Kenapa harus eror disaat saya mau maraton aot?,BintangMaulana_,Cirebon Indonesia,2022-01-26 16:10:45
237,"RT @indihomeborneo: SAATNYA #GIVEAWAY!

Sobat @IndiHome yang jago nebak, tau ngga ada berapa banyak logo #KIGPSMARTKalimantan dalam foto in…",FirnandoIrin,"Martapura, Sumatera Selatan",2022-01-26 16:09:16
238,"Buat pacar kamu yang kurang, gih sana suruh pake masker 😂.
Makasih IndiHome IGanku semakin lancar 🥰 https://t.co/H5uRWwrO46",Sucikanhatiii,"Kota Semarang, Jawa Tengah",2022-01-26 16:09:04
239,@DoeRaharjo @IndiHome wkwkw sama aja tu brati,achandaulay,"Kalimantan Selatan,Indonesia",2022-01-26 16:08:02
240,Ini indihome 3 tahun aja ngasih pelayanan internet super lemot gini. Bakalan bangkrut gada user nya lagi. Dan gue o… https://t.co/6zXpN2Kga5,Fachrimld,Jakarta,2022-01-26 16:07:14
241,"Butuh rekomendasi buat city tour Semarang 🥰 
Kemana lagi kita @vitaarahma23 
Kemanapun kita aku yakin pasti ada Ind… https://t.co/LN8JAMBYjv",Sucikanhatiii,"Kota Semarang, Jawa Tengah",2022-01-26 16:06:52
242,Wiyyy mantap nih kira-kira siapa yang bakal menang Liga 1 ya 😃 https://t.co/45PAwOjzYm,catciakat,,2022-01-26 16:06:48
243,Indihome cacat bgt sih sinyalnya,gdamju,,2022-01-26 16:06:34
244,Mauknya eh @IndiHome 2 hari pina kada jelas...,DoeRaharjo,Borneoland,2022-01-26 16:06:22
245,"@BastamanAji Selamat malam juga, Kak Bastaman. Kendala pada layanan IndiHome TV-nya dapat kami bantu pengecekkan te… https://t.co/Qgrg9xZlny",IndiHomeCare,Indonesia,2022-01-26 16:06:16
246,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/PCnHnjQq05,Ifasrg31,"Semarang Selatan, Indonesia",2022-01-26 16:04:51
247,@oxtcyl @IndiHome maaf kesel,rndomofpastel,,2022-01-26 16:03:25
248,Nana KAGET BANGET Ngawe Lily Lemonilo Novri Nganjuk Mendung Tanpa Udan  #22TangkapKurirShopee 591 M Antasari 45… https://t.co/GtSbQsLNLy,abugesper,,2022-01-26 16:03:07
249,Ayooo Arema Pasti menang lawan persipura di hari jumat nanti https://t.co/YriGyFENsm,MarkamahAmah,"Cilacap, Jawa Tengah",2022-01-26 16:02:47
250,@rndomofpastel @IndiHome ajg bneran ngetweet😭🤣🤣🤣,oxtcyl,indonesia merdeka,2022-01-26 16:01:26
251,Aing sihh pasti dukung Persib menang Lawan Persikabo https://t.co/1m7HANGdsv,AryaSimatupang2,Nabire,2022-01-26 16:01:00
252,"RT @A_florencia_: Siang jarang chat, tapi pas malemnya tlfonan sampe tengah malem, pernah seasik itu ya kita dulu🥀🥺 Biarlah IndiHome menjad…",Keymustt,"Kota Malang, Jawa Timur",2022-01-26 15:59:48
253,"@TENESA_TELKOM @IndiHomeCare @IndiHome coba lah diskusi, mo dibawa kemana ini aduan. Costumer bisnis ga sehrusnya dilempar2 aduannya",fahmibob_,"Sukabumi, Indonesia",2022-01-26 15:59:24
254,"Ini nih yg paling di tunggu tunggu acara Ikonser fest 2022,pasti bakalan meriah nih thn ini https://t.co/BV8sc5LFVE",CandraRahayu9,"Bandung, Jawa Barat",2022-01-26 15:59:11
255,Arema Pasti menang di hari jumat nanti https://t.co/jeNHzrJMFn,AminSan06020576,,2022-01-26 15:59:03
256,@ajengadityarini Emg klo Indihome lu error' nya kenapa jeng? Klo tmpat gw kadang tiba2 lemot,aryshiteru,Indonesia-jakarta selatan,2022-01-26 15:58:43
257,Semoga Bhayangkara menang terus Dan bisa jadi juara https://t.co/rVcciUO7DG,FaridahNovi,,2022-01-26 15:57:07
258,tidak ada yg semengoncol wifi indihome malam ini https://t.co/rGZVPT5UNW,hi70s_,Hogwarts ,2022-01-26 15:56:13
259,"Ga sabar nunggu Road to Ikonser Fest 2022,pasti acaranya seru banget🥳 https://t.co/9fdtQV6zsD",ArniChariva,,2022-01-26 15:56:12
260,"_Udah hari rabu aja nih. Awalai hari ini dengan semangat! walaupun sekolah udah PTM 100%, tapi tetap harus belajar… https://t.co/qn7ErGLshD",akbaramrullah48,"Kalimantan Selatan, Indonesia",2022-01-26 15:55:35
261,"Salah satu cara bahagia adalah dengan bersyukur. Bersyukur atas segala pencaipaian saat ini, bersyukur atas segala… https://t.co/oz8VJrakiD",AhmadMu63859503,"Kudus, Indonesia",2022-01-26 15:54:35
262,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/xLbON1HXb2,AhmadMu63859503,"Kudus, Indonesia",2022-01-26 15:54:16
263,_Emang IndiHome itu #InternetnyaIndonesia kebantu banget buat semua aktivitas online. Teruma bisa belajar online di… https://t.co/sPhrWfewK3,akbaramrullah48,"Kalimantan Selatan, Indonesia",2022-01-26 15:54:09
264,"Meskipun weekend masih 3 hari lagi, tetap semangat kerjanya ya. Istirahat duluu sambil nonton netflix pake  IndiHom… https://t.co/0FXGhkK6PE",AhmadMu63859503,"Kudus, Indonesia",2022-01-26 15:53:56
265,Semoga Arema bisa menang lawan persipura Dan menjadi juara di akhir musim https://t.co/4ZAoB8eMoz,AndiniS78605242,,2022-01-26 15:53:07
266,"@atepe_ Halo Kak Agung, maaf buat kurang nyaman. Guna dibantu tindak lanjuti layanan IndiHome TV nya silakan inform… https://t.co/rxAARFN2uV",IndiHomeCare,Indonesia,2022-01-26 15:52:57
267,"@atepe_ Halo Kak Agung, maaf buat kurang nyaman. Guna dibantu tindak lanjuti layanan IndiHome TV nya silakan inform… https://t.co/IjfYqqmVZm",IndiHomeCare,Indonesia,2022-01-26 15:52:51
268,coba sobat indihome bisa liat gak itu dia ngomong sm siapa https://t.co/SaheWqlsGT,tukangrebahan,baby bird,2022-01-26 15:52:36
269,_Dapet info dari @indihomeborneo kalo dapat akses gratis IndiHome Study kalo pasang IndiHome paket pelajar nih. Nge… https://t.co/UxHLXZDWZD,akbaramrullah48,"Kalimantan Selatan, Indonesia",2022-01-26 15:52:05
270,"@IndiHome Baru 2 hari yang ke pake 1 hari, stabilnya hadeh, 700k sia sia tau gitu pake wereles lain https://t.co/pOwD24qtrU",YOGIGH97,"Bayah,lebak,banten",2022-01-26 15:50:21
271,"RT @abugesper: Ngawe #22TangkapKurirShopee 591 M Antasari 45 #AksaraMahari Fisika Tuban Doneeee #2022JokowiMundur 
https://t.co/lKk80zFm4p",abugesper,,2022-01-26 15:49:56
272,"Meskipun weekend masih 3 hari lagi, tetap semangat kerjanya ya. Istirahat duluu sambil nonton netflix pake  IndiHom… https://t.co/glKOLwHEy7",Darmant82653868,"Kudus, Indonesia",2022-01-26 15:49:49
273,"Salah satu cara bahagia adalah dengan bersyukur. Bersyukur atas segala pencaipaian saat ini, bersyukur atas segala… https://t.co/movTt5pUoo",Darmant82653868,"Kudus, Indonesia",2022-01-26 15:49:48
274,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/MY8wdbS4HI,Darmant82653868,"Kudus, Indonesia",2022-01-26 15:49:44
275,_Semakin dekat dengan babak 1 KIGP 2022. Harus banyak latihan soal di IndiHome Study nih. Untung di rumah udah pasa… https://t.co/X5te8EeQp0,akbaramrullah48,"Kalimantan Selatan, Indonesia",2022-01-26 15:49:41
276,"Meskipun weekend masih 3 hari lagi, tetap semangat kerjanya ya. Istirahat duluu sambil nonton netflix pake  IndiHom… https://t.co/EWZHFnXyji",Ifasrg31,"Semarang Selatan, Indonesia",2022-01-26 15:49:37
277,@IndiHome gue mau ribut sama lo,doyiesdiary,she/her,2022-01-26 15:49:27
278,"_Berkat pasang IndiHome paket Pelajar jadi hobby belajar nih, soalnya belajar nya bisa dari HP aja lewat IndiHome S… https://t.co/yh7jItUM3s",akbaramrullah48,"Kalimantan Selatan, Indonesia",2022-01-26 15:48:37
279,"Siapa yang bakal menang ya kira-kira, jangan lewatkan tim jagoanmu ya 🙌 https://t.co/eKWCNx2FUT",saturdayfre,,2022-01-26 15:46:47
280,Keinget jaman sd sering dibawain bekal sama mama cuma gatau resepnya 😭 untung ada IndiHome yang punya jaringan lanc… https://t.co/0T9WfIYO9J,Ifasrg31,"Semarang Selatan, Indonesia",2022-01-26 15:43:15
281,Krna di rumah sudah berlangganan indihome tiap ada notifikasi berita baru dan berita yg lagi viral pasti bisa tahu… https://t.co/oywKNybNjk,sawaludin_halim,"Manado, Sulawesi Utara",2022-01-26 15:41:59
282,"@IndiHome kaga jelas banget sih internet, udah bayar segala macem ping kaga stabil udah di report tapi kaga bisa juga",CatEatable,,2022-01-26 15:41:48
283,"Indihome punya semua solusi permasalahan jaringan anda, #internetnyaindonesia #aktivitastanpabatas https://t.co/GcX5VjgfBL",Sani15286236,"Semarang, Jawa Tengah",2022-01-26 15:40:40
284,"Ingin merasankan serunya punya TV lebih dari satu di rumah? Yuk, berlangganan Hybrid Box (STB) Tambahan dan PLC!

N… https://t.co/pfHwk4KWpz",christmagdalena,"Medan Kota Belawan, Indonesia",2022-01-26 15:38:55
285,Ngopi kenceng pake wifi indihome https://t.co/jac2cvodCd,setyawanricky22,"Semarang, Jawa Tengah",2022-01-26 15:37:50
286,Semoga Persib nanti bisa menang lawan Persikabo https://t.co/7iXEKqArpu,Hernisiti1,"Muara Bungo, Indonesia",2022-01-26 15:37:39
287,"Indihome kentut, ganggu orang nyari duit aja 🤬",pemujameong,"Yogyakarta, Indonesia",2022-01-26 15:36:53
288,Healing sambil menikmati internet kencengnya indihome https://t.co/Ixy0d1Aon6,setyawanricky22,"Semarang, Jawa Tengah",2022-01-26 15:36:32
