,Tweet,Username,Location,Created_at
4563,Indihome please help! tanggal 23 gangguan di benerin terus  tanggal 24 masa gangguan lagi sampe sekarang :( mana la… https://t.co/NNB7mK2huU,saypibull,"Bandung,indonesia",2022-01-25 02:59:10
4564,"Dehh tambah canggih mi , ada lagi di blang smart home, untung ada mi indihome yang mendukung aktivitas penggunaan i… https://t.co/og73kQyq56",Anugrah72768202,"Kota Makassar, Sulawesi Selata",2022-01-25 02:58:41
4565,"Tanggal-tanggal di mana kepengen jajan online, tapi saldo di m-banking berkata tidak 😌

Sabar ya Sobat, beberapa ha… https://t.co/trnMIwHHlA",JPemain,"Kota Magelang, Jawa Tengah",2022-01-25 02:58:33
4566,Halo sob. Sering rebutan pada saat menonton TV ??. Yuk berlangganan STB Tambahan supaya Anti Rebutan Nonton Tv dan… https://t.co/llsvCjkTeb,JPemain,"Kota Magelang, Jawa Tengah",2022-01-25 02:58:07
4567,"segitu pentingnya peran internet dalam hidup ,  dulu saya kalau mau belajar drawing kek gini harus nyari kursus ata… https://t.co/36tN8b6NMT",bapacksixpack,"Papua Barat, Indonesia",2022-01-25 02:58:04
4568,"RT @indihomeborneo: SAATNYA #GIVEAWAY!

Sobat @IndiHome yang jago nebak, tau ngga ada berapa banyak logo #KIGPSMARTKalimantan dalam foto in…",Ranipuspa1507,"Kalimantan Timur, Indonesia",2022-01-25 02:57:55
4569,"@indihomeborneo @IndiHome Ada 8 Logo Min #IndihomeBorneo  #IndiHome  #KIGPSMARTKalimantan2022 
Yuk ikutan Sapa Tau… https://t.co/erjIVA8E8t",Ranipuspa1507,"Kalimantan Timur, Indonesia",2022-01-25 02:57:38
4570,"Promo indihome terbaru 
#pasangindihome

https://t.co/UYJ16vNrNs",BandungTelkom,"Kota Bandung, Jawa Barat",2022-01-25 02:56:48
4571,"RT @A_florencia_: Orang-orang perjalanan cintanya kok pada lancar banget yaa, udah kayak IndiHome 100 Mbps #AktivitasTanpaBatas",gdwibawa,"Bali, Indonesia",2022-01-25 02:56:08
4572,"Kalian kalo lagi nyantai lebih suka minumnya kopi atau teh?
Apapun minumnya yang penting sambil ditemenin netflix p… https://t.co/R0E6fZANO4",anantaindra13,"Semarang Barat, Indonesia",2022-01-25 02:54:34
4573,"Mau ingetin aja niiih kalo skg udah waktu indonesia bagian tanggal tua mulai hemat yuk, nikmatin tanggal tua cukup… https://t.co/TA99eQsGf6",anantaindra13,"Semarang Barat, Indonesia",2022-01-25 02:54:22
4574,Sepertinya saya sudah gila dibuat IndiHome,imchrollophyll,Singapore,2022-01-25 02:53:52
4575,"@bankneocommerce acara webinar stockbit, saya sangat antusias mendengar paparan bhw sekalipun user banyak, tidak pe… https://t.co/rUB0jgAIqO",lucia534,Indonesia,2022-01-25 02:53:51
4576,"Bingung mau makan siang pakai apa nanti. Search dulu ah di ojek online. Sekarang nggak perlu  bingung, jadi cepet d… https://t.co/5y2xgz9H2c",anantaindra13,"Semarang Barat, Indonesia",2022-01-25 02:53:19
4577,Nonton tutorial menggunakan microwave karena belum pernah nyoba pake terus udah ada barangnya😅 oh iya untuk nyari i… https://t.co/cCkgrjfB34,uwistory21,"Kota Palu, Sulawesi Tengah",2022-01-25 02:51:24
4578,"Good morning, siapin penampilan baru mu diminggu baru , lakukan aktivitas onlinemu pakai IndiHome dgn referensi you… https://t.co/XJZOGBXX9M",anantaindra13,"Semarang Barat, Indonesia",2022-01-25 02:51:08
4579,"Seru nih aplikasi Video d IndiHome, movie nya komplit. 
#InternetnyaIndonesia 
#AktivitasTanpaBatas https://t.co/0dDesTHwqH",RudiEling11,Semarang,2022-01-25 02:51:07
4580,"RT @hellosnzh: males liat brand/lembaga pemerenta yang apa-apa harus riding the wave tapi ga nyambung sama brandingan mereka.

Jatuhnya mak…",elsielsss,,2022-01-25 02:51:06
4581,"LEAD'ers, WCS ID akan dimulai hari ini! Apakah Kamu sudah siap? 😎🔥

Di event ini, 14 akademia LEAD by IndiHome akan… https://t.co/mCYswyeDh0",NurHasan2075,"Jakarta Barat, DKI Jakarta",2022-01-25 02:50:36
4582,"@TelkomJabar Jawaban:
1. Youtube: IndiHome Jabar
2. Tiktok: @indihomejabar 
Yuk guys follow @TelkomJabar dan ikutan… https://t.co/qaz7dCmipT",catheliayu,"Bekasi, Jawa Barat",2022-01-25 02:50:20
4583,@IndiHomeCare Makasih indihome jaringanya jarang ngelagggg,nahaneulna,,2022-01-25 02:50:03
4584,"@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus? #MauNanyaDong",Afrira001,,2022-01-25 02:49:02
4585,"@sweetwinn Selamat pagi, Sobat. Kami bantu cek dulu mengenai kondisi jaringannya, bisa informasikan nomor layanan I… https://t.co/vhRrS30L61",IndiHomeCare,Indonesia,2022-01-25 02:45:57
4586,Wah baru tau saya ternyta ada paket khusus jurnalistik d paket Indihome  mau daftar ah biar murah😁 https://t.co/KhsMXM0h5f,Andisryramda2,"Kota Makassar, Sulawesi Selatan",2022-01-25 02:44:24
4587,"Bingung mau makan siang pakai apa nanti. Search dulu ah di ojek online. Sekarang nggak perlu  bingung, jadi cepet d… https://t.co/az8jFtRfe4",annisarna1,"Kudus, Indonesia",2022-01-25 02:44:08
4588,@indihome  oy perasaan error mulu dah nih provider mana gak ada kompensasi lagi,FrendizaP,tambak kota mati,2022-01-25 02:44:01
4589,Alhamdulillah cuaca hari ini cerah walaupun ga cerah bgt siii. Tp ngga tau kalo nanti sore mendung. Tp yg penting s… https://t.co/VeKKRlBEPg,annisarna1,"Kudus, Indonesia",2022-01-25 02:43:59
4590,"Good morning, siapin penampilan baru mu diminggu baru , lakukan aktivitas onlinemu pakai IndiHome dgn referensi you… https://t.co/B0Kzxiovyy",annisarna1,"Kudus, Indonesia",2022-01-25 02:43:42
4591,"Halo Sobat!

T terasa event IndiHome Gideon Badminton Academy sd brgulir hmpir 1 thn, pra pmenang beasiswa mnjalani… https://t.co/4PjWPxdygN",qiammullail,"Jakarta Utara, DKI Jakarta",2022-01-25 02:43:32
4592,"Mau ingetin aja niiih kalo skg udah waktu indonesia bagian tanggal tua mulai hemat yuk, nikmatin tanggal tua cukup… https://t.co/5WEYQmJLrm",annisarna1,"Kudus, Indonesia",2022-01-25 02:43:03
4593,"Lancarkan #AktivitasTanpaBatas-mu bersama Speed on Demand!

Kamu bisa bebas tingkatkan kecepatan internet secara se… https://t.co/kSekgDDjXu",gustiirda666,"Kota Surabaya, Jawa Timur",2022-01-25 02:42:49
4594,"Kalian kalo lagi nyantai lebih suka minumnya kopi atau teh?
Apapun minumnya yang penting sambil ditemenin netflix p… https://t.co/9u1U0iqO6b",annisarna1,"Kudus, Indonesia",2022-01-25 02:42:15
4595,Tepat 1 tahun yang lalu nih bener bener di rumah aja karena PPKM dan seharian full nonton film di netflix sampe uda… https://t.co/LYCre6phWW,NoviMiranti1,"Jakarta Selatan, DKI Jakarta",2022-01-25 02:40:05
4596,"@nunuschool Selamat pagi, Kak Nugraha. Kami cek terlebih dahulu mengenai kondisi jaringannya dan untuk memudahkan p… https://t.co/G58U3pqXlJ",IndiHomeCare,Indonesia,2022-01-25 02:38:53
4597,"RT @W4r_1: Selamat hari selasa sobat!
Gimana masih semangat hari ini???
Pastinya semangat terus dong, karena ada IndiHome yang selalu menem…",enojjcityx,,2022-01-25 02:38:11
4598,"RT @TelkomJabar: Halo Sob! #GIVEAWAY lagi yuk!

Coba sebutkan nama akun Youtube dan Tiktok Telkom Regional 3! Bagi Sobat yang beruntung bak…",xtrada_2004,Indonesia,2022-01-25 02:38:07
4599,@IndiHome Bang SSID ane aktif 2 SSID kira2 nambah tagihan nya gk bang ?,AhmadFauzi373,"Balikpapan,East Borneo",2022-01-25 02:37:56
4600,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/z4qYTvkdd1,Rusmi_13,"Tarakan, Kalimantan Utara",2022-01-25 02:37:42
4601,"RT @TelkomJabar: Halo Gamers! nge-Game pake IndiHome Gamers itu banyak banget loh benefitnya!!

Pastinya mabar bareng temen mu makin lancar…",catheliayu,"Bekasi, Jawa Barat",2022-01-25 02:37:42
4602,"RT @TelkomJabar: ❗️❗️PENGUMUMAN PEMENANG GIVEAWAY❗️❗️
Selamat kepada : 

@Ike_Rianasari08 
@median07
@ArisSuwandi09

Kirim no LinkAja nya k…",catheliayu,"Bekasi, Jawa Barat",2022-01-25 02:37:38
4603,"RT @TelkomJabar: Halo Sob! #GIVEAWAY lagi yuk!

Coba sebutkan nama akun Youtube dan Tiktok Telkom Regional 3! Bagi Sobat yang beruntung bak…",catheliayu,"Bekasi, Jawa Barat",2022-01-25 02:37:35
4604,"RT @indihomeborneo: SAATNYA #GIVEAWAY!

Sobat @IndiHome yang jago nebak, tau ngga ada berapa banyak logo #KIGPSMARTKalimantan dalam foto in…",xtrada_2004,Indonesia,2022-01-25 02:37:23
4605,"RT @W4r_1: Selamat hari selasa sobat!
Gimana masih semangat hari ini???
Pastinya semangat terus dong, karena ada IndiHome yang selalu menem…",gingsuIan,free tag,2022-01-25 02:37:21
4606,"Pasang IndiHome paket pelajar sekarang bisa bebas streaming film, bebas scroll TikTok dan yang paling penting free… https://t.co/MIWk6HehgO",Rusmi_13,"Tarakan, Kalimantan Utara",2022-01-25 02:37:13
4607,"Good morning, siapin penampilan baru mu diminggu baru , lakukan aktivitas onlinemu pakai IndiHome dgn referensi you… https://t.co/5IXDhUSG1B",Asol1507,"Kota Semarang, JAWA TENGAH",2022-01-25 02:36:30
4608,"Bingung mau makan siang pakai apa nanti. Search dulu ah di ojek online. Sekarang nggak perlu  bingung, jadi cepet d… https://t.co/NlJwLoN1rv",Ulfaayuu06,"Kota Semarang, Jawa Tengah",2022-01-25 02:35:54
4609,@IndiHome cek DM tlg,septiyanidj,"Jakarta Barat, DKI Jakarta",2022-01-25 02:35:48
4610,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/xBTXlOW553,Rusmi_13,"Tarakan, Kalimantan Utara",2022-01-25 02:35:47
4611,Alhamdulillah cuaca hari ini cerah walaupun ga cerah bgt siii. Tp ngga tau kalo nanti sore mendung. Tp yg penting s… https://t.co/oHuLKI13ie,Ulfaayuu06,"Kota Semarang, Jawa Tengah",2022-01-25 02:35:21
4612,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/f7zoASG3lA",Rusmi_13,"Tarakan, Kalimantan Utara",2022-01-25 02:35:00
4613,"Good morning, siapin penampilan baru mu diminggu baru , lakukan aktivitas onlinemu pakai IndiHome dgn referensi you… https://t.co/Ms1kYKjO1D",Ulfaayuu06,"Kota Semarang, Jawa Tengah",2022-01-25 02:34:54
4614,"Mau ingetin aja niiih kalo skg udah waktu indonesia bagian tanggal tua mulai hemat yuk, nikmatin tanggal tua cukup… https://t.co/7o8lpvHivx",Ulfaayuu06,"Kota Semarang, Jawa Tengah",2022-01-25 02:34:35
4615,Alhamdulillah cuaca hari ini cerah walaupun ga cerah bgt siii. Tp ngga tau kalo nanti sore mendung. Tp yg penting s… https://t.co/8LOTq0QBmL,Asol1507,"Kota Semarang, JAWA TENGAH",2022-01-25 02:34:20
4616,pagi2 up date dulu berita bulungtangkis di usee sport indihome dgn koneksi internetnya sangat stabil jadi lebih mud… https://t.co/EOZipg48KH,UkiTalli,"Takalar, Sulawesi Selatan",2022-01-25 02:34:16
4617,"Kalian kalo lagi nyantai lebih suka minumnya kopi atau teh?
Apapun minumnya yang penting sambil ditemenin netflix p… https://t.co/33tK8hKmUb",Ulfaayuu06,"Kota Semarang, Jawa Tengah",2022-01-25 02:33:58
4618,"@taetaeqt Ngecrash parah, soalnya aku pake andro tuh cepet banget pake jaringan yg sama😭 tpi emg indihome jga dsni lgi lemot parah:(",taegiluvyu30,,2022-01-25 02:33:39
4619,Indihome + telkomsel bapuk ajg 💩,rikooandrian,"Bandung, Jawa Barat",2022-01-25 02:33:22
4620,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/QPg5wkWmGu,whstwn_,"Kalimantan Barat, Indonesia",2022-01-25 02:32:10
4621,"@antiuddel Selamat pagi, Kak Cindy. Kami cek terlebih dahulu mengenai kondisi jaringannya dan untuk memudahkan peng… https://t.co/wd5rUNreLy",IndiHomeCare,Indonesia,2022-01-25 02:31:31
4622,"Hai Sob!!
Mungkin Sobat yang sedang jenuh sama kerjaannya? Jangan stress dulu yaa...

Ini dia manfaatnya kalau Soba… https://t.co/H9uXPp1MeX",NaySulthanRaja,"Bandung Wetan, Indonesia",2022-01-25 02:31:18
4623,"Pasang IndiHome paket pelajar skrg bisa bebas streaming film, yg pling pnting free akses belajar di IndiHome Study… https://t.co/Ms9KA4kCLZ",whstwn_,"Kalimantan Barat, Indonesia",2022-01-25 02:30:37
4624,@kanghenn @tanyakanrl Lah knp merinding?hahaha gw udh biasa dng hal bgtu.kadang liat kadang ngk dan gw bsa rasain k… https://t.co/zWCYBHXiAR,BpAseulSn76,,2022-01-25 02:30:23
4625,"Teman saya lagi asyk nih pakai jaringan indihome di rumah, bebas aksesnya, cari referensi untuk skripsi pun bisa https://t.co/lWwFDNc4ms",NdiiTirtha,"Kota Makassar, Sulawesi Selata",2022-01-25 02:30:04
4626,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/yNWeAfZ3um,fahmiazha26,"Banjarmasin,Kalimantan Selatan",2022-01-25 02:29:57
4627,"Pasang IndiHome paket pelajar sekarang bisa bebas streaming film, bebas scroll TikTok dan yang paling penting free… https://t.co/ygouFRQuED",fahmiazha26,"Banjarmasin,Kalimantan Selatan",2022-01-25 02:29:13
4628,"RT @A_florencia_: Orang-orang perjalanan cintanya kok pada lancar banget yaa, udah kayak IndiHome 100 Mbps #AktivitasTanpaBatas",kuromithinks,kᥙr᥆mі𝗍һіᥒkѕ ; close ,2022-01-25 02:27:41
4629,Teume self defense be like: y mna tau kalo judulnya JIKJIN? Anak indihome juga ga akan ngeh jikjin apaan 😩🤌🏼 https://t.co/w47LkZ4ZdD,viniranika,Indonesia,2022-01-25 02:27:36
4630,indihome sama indosat stres https://t.co/XM8iBmGkUo,ssthup,he/him,2022-01-25 02:27:09
4631,@tenfeetsunder sabar sabar 😂 aku pake indihome jg kok,ddeiblue,,2022-01-25 02:27:06
4632,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/r14pGRtvKc,fahmiazha26,"Banjarmasin,Kalimantan Selatan",2022-01-25 02:26:30
4633,yaa Allah mehadangi indihome drtd kd bjur aja jua 🤬,halloworlditsme,"Kalimantan Selatan, Indonesia",2022-01-25 02:26:26
4634,"kenapa indihome bauuuuu :""",tenfeetsunder,selective | dowoon centric,2022-01-25 02:26:14
4635,"Pernah gak sih ngerasa happy banget kalo ada sesuatu yang kita harapin tercapai..?
Pasti happy kan..
Aku juga lagi… https://t.co/IpkcilEOgB",YusefaYanti,,2022-01-25 02:25:05
4636,"Kalian kalo lagi nyantai lebih suka minumnya kopi atau teh?
Apapun minumnya yang penting sambil ditemenin netflix p… https://t.co/xbDMxFPu9u",babuyeontan,"Demak, Indonesia",2022-01-25 02:24:58
4637,"RT @A_florencia_: Orang-orang perjalanan cintanya kok pada lancar banget yaa, udah kayak IndiHome 100 Mbps #AktivitasTanpaBatas",ecxx_,another world ,2022-01-25 02:24:20
4638,"Good morning, siapin penampilan baru mu diminggu baru , lakukan aktivitas onlinemu pakai IndiHome dgn referensi you… https://t.co/9hOuyOcNK8",babuyeontan,"Demak, Indonesia",2022-01-25 02:23:59
4639,"@IndiHomeCare Katanya kalo terlambat bayar IndiHome itu dikenakan denda, Benar gak? Kalo benar, dendanya berapa ya?",DeiWid21,,2022-01-25 02:23:31
4640,"@IndihomeJTD Jawabannya : Layangan putus 
#GiveawayIndiHomeJTD 
#InternetnyaIndonesia 
#IndiHome

Yuk ikutan… https://t.co/XQ11WJCoZi",henamishxx,EVERYWHEREALLAROUNDTHEWORLD,2022-01-25 02:23:18
4641,"@AmbyarRek_ Selamat pagi, Sobat. Kami bantu cek dulu mengenai kondisi jaringannya, bisa informasikan nomor layanan… https://t.co/BI45x7dbR4",IndiHomeCare,Indonesia,2022-01-25 02:23:16
4642,Pakai IndiHome jaringan lancar jaya dan aman terkendali jadi mudah untuk menjalani aktivitas sehari-hari #SemangatDigitalMuda @IndiHomeCare,ItsCacaca,,2022-01-25 02:23:02
4643,"Lagi2 indihome ""no internet"" jam segini, pagi2 bikin kesel aj",charmlessmannn,Central Perk,2022-01-25 02:22:44
4644,"Ga usah ragu pake IndiHome jaringan stabil dan kencang, dijamin kegiatan belajar di rumah jadi aman terkendali… https://t.co/W663Rjl2u5",ItsCacaca,,2022-01-25 02:22:36
4645,walopun indihome bikin gue nangis tapi ttp dapet HEHEHHEHE 😻😻 https://t.co/oNz4WI3JAV,IiteraIIyjimin,lof u,2022-01-25 02:21:28
4646,"Jangan ketinggalan #BincangMusik kali ini dipandu oleh Host Brisia Jodie, LIVE nanti malam 25 Januari pukul 20.00 W… https://t.co/sWoAaKCN6h",LangitMusik,Ketik *616# untuk akun premium,2022-01-25 02:20:17
4647,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/nQE1btYXbJ",fahmiazha26,"Banjarmasin,Kalimantan Selatan",2022-01-25 02:20:06
4648,"RT @MySumatera: Spill dong HP jadul kamu di bawah 😆

#IndiHome #InternetnyaIndonesia #WhenWeWereYoung #Anak90an #Nostalgia https://t.co/uqG…",NirmalasariY13,"Muara Bangka Hulu, Indonesia",2022-01-25 02:19:59
4649,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/vDFccBe2y6,whstwn_,"Kalimantan Barat, Indonesia",2022-01-25 02:18:43
4650,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/7YEo5yqyBo",whstwn_,"Kalimantan Barat, Indonesia",2022-01-25 02:17:28
4651,"Mau ingetin aja nih kalo sekarang udah waktu indonesia bagian tanggal tua. Mulai hemat yuk! 
Nikmatin tanggal tua c… https://t.co/tScF8qDB3H",Devintan95_,"Semarang, Jawa Tengah",2022-01-25 02:17:26
4652,indihome sm tsel ini nggak ada niatan berbaik hati dulu di hari terakhir uas?!?!?! bisa gak jangan gangguan dulu!?!? 😩🤌🏻,oceqneilish,,2022-01-25 02:15:19
4653,"RT @indihomeborneo: Nah, Sobat juga bisa kok seperti mereka! Caranya mudah. Kamu tinggal ikutan Kompetisi IndiHome Generasi Prestasi (KIGP…",fahmiazha26,"Banjarmasin,Kalimantan Selatan",2022-01-25 02:14:26
4654,@martianjavanese Kalo versi anak indihome ?,sipalingbwestea,dunia mimpi ,2022-01-25 02:11:44
4655,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/FFBEH6L5XC,fathiabarkah,"West Borneo, Indonesia",2022-01-25 02:11:30
4656,@IndiHome ini knapa ya kak? https://t.co/ETLLHG07vc,Rizal_Swiftie,"Kalimantan Timur, Indonesia",2022-01-25 02:11:10
4657,"Pasang IndiHome paket pelajar sekarang bisa bebas streaming film, bebas scroll TikTok dan yang paling penting free… https://t.co/N0zGyzHaA5",fathiabarkah,"West Borneo, Indonesia",2022-01-25 02:11:06
4658,@IndiHomeCare Layangan Putus #KuisIndiHomeCare IndiHome mantab. Selalu bagus sinyalnya.,zuliyantoarsya,"Rembang,Jawa Tengah, Indonesia",2022-01-25 02:10:12
4659,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/wMQnDLAWLc,fathiabarkah,"West Borneo, Indonesia",2022-01-25 02:09:56
4660,"Makan online challenge,, wahh seru banget nih acara  bisa kumpulin semua food vloger yg bener2 kuat makan 😊. Untung… https://t.co/fgWChU8nTp",UZulviana,"Kota Makassar, Sulawesi Selata",2022-01-25 02:09:44
4661,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/YSEpZ1LDBi",fathiabarkah,"West Borneo, Indonesia",2022-01-25 02:09:13
4662,"pakai indihome dan telkomsel bersamaan adalah sebuah perencanaan hidup yang buruk, asli...",ahmadfiki27,,2022-01-25 02:08:58
4663,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/MOJxxjok1l,Bgsbgs23,"Kalimantan Barat, Indonesia",2022-01-25 02:07:58
4664,"Pasang IndiHome paket pelajar sekarang bisa bebas streaming film, bebas scroll TikTok dan yang paling penting free… https://t.co/BdwDfhyrCO",Bgsbgs23,"Kalimantan Barat, Indonesia",2022-01-25 02:07:20
4665,"Buat Kamu si gamers, sebelum upgrade smartphone ada baiknya intip tips berikut ini!

Seengganya, tiga tips ini jadi… https://t.co/RAQyGkoZLd",desta_triandini,"Tanjungpandan, Belitung. ",2022-01-25 02:07:02
4666,"@indihomeborneo @IndiHome Ada 7 logo min...
#IndiHomeBorneo
#IndiHome
#KIGPSMARTKalimantan2022 
Ayo Ikutan teman2..… https://t.co/0VsP4kHmzf",fahmiazha26,"Banjarmasin,Kalimantan Selatan",2022-01-25 02:06:13
4667,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/kdVBRWUX9P,Bgsbgs23,"Kalimantan Barat, Indonesia",2022-01-25 02:05:59
4668,"RT @A_florencia_: Orang-orang perjalanan cintanya kok pada lancar banget yaa, udah kayak IndiHome 100 Mbps #AktivitasTanpaBatas",a_gustina26,Riau,2022-01-25 02:05:46
4669,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/ZD4qb3kD2b",Bgsbgs23,"Kalimantan Barat, Indonesia",2022-01-25 02:05:35
4670,"@gemilangsquad Hai, Kak Gemilang. Jika ingin menyaksikan streaming Liga Inggris, Kakak bisa berlangganan Mola TV ya… https://t.co/hrAavuojxK",IndiHomeCare,Indonesia,2022-01-25 02:04:56
4671,"@anadtyas Sama-sama, Kak Ananda. Selamat menikmati layanan IndiHome kembali dengan nyaman ya, Kak. -Lei",IndiHomeCare,Indonesia,2022-01-25 02:04:25
4672,"RT @indihomeborneo: SAATNYA #GIVEAWAY!

Sobat @IndiHome yang jago nebak, tau ngga ada berapa banyak logo #KIGPSMARTKalimantan dalam foto in…",fahmiazha26,"Banjarmasin,Kalimantan Selatan",2022-01-25 02:04:22
4673,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/8ZSmshYMDf,arisyanda1,,2022-01-25 02:04:06
4674,"Pasang IndiHome paket pelajar sekarang bisa bebas streaming film, bebas scroll TikTok dan yang paling penting free… https://t.co/LrcMRCv86D",arisyanda1,,2022-01-25 02:03:27
4675,"@mikasa_yukii Pagi, Kak Mikasa. Harga berlangganan Vidio adalah Rp29ribu/bulan sudah termasuk PPN 10%. Yuk segera r… https://t.co/wVspySNGDe",IndiHomeCare,Indonesia,2022-01-25 02:02:32
4676,Ada aja ujian tbtb layar hp ngegaris sama goyang 🐷,anak_indihome_,,2022-01-25 02:02:21
4677,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/oQDWSK8WB2,arisyanda1,,2022-01-25 02:02:15
4678,RT @octv_melody: yang stabil vocalnya btob ka  https://t.co/L64g09Me1k,autumn_1024_,,2022-01-25 02:01:48
4679,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/5r9gHeQiwP",arisyanda1,,2022-01-25 02:01:46
4680,"@IndiHomeCare Min, kalo mau menyaksikan Liga Inggris di IndiHome TV dimana ya?",gemilangsquad,,2022-01-25 02:01:04
4681,@IndiHome Pengaduan tanggal 31 Ddes 2021 dengan No. Tiket IN122443445 hingga sekarang belum ditanggapi. Mohon dapat… https://t.co/SCgJ477tPq,yohanswi,,2022-01-25 02:01:02
4682,"semalem indosat sm indihome, skg pln yg bikin masalah. 😒",sekedarselingan,,2022-01-25 02:00:31
4683,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/ocmnyDfAiX,anis677949901,,2022-01-25 02:00:05
4684,"Pasang IndiHome paket pelajar sekarang bisa bebas streaming film, bebas scroll TikTok dan yang paling penting free… https://t.co/GmXGySsObm",anis677949901,,2022-01-25 01:59:30
4685,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/32o87a5HXA,anis677949901,,2022-01-25 01:58:02
4686,rumah udh sepi masi aja lemot ni indihome,greentheaz,,2022-01-25 01:57:21
4687,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/LtgyQbwF7z",anis677949901,,2022-01-25 01:57:04
4688,"Good morning, siapin penampilan baru mu diminggu baru , lakukan aktivitas onlinemu pakai IndiHome dgn referensi you… https://t.co/nCGWFdapkF",diaitudyas,"Yogyakarta, Indonesia",2022-01-25 01:56:10
4689,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/SbFuW0YPpt,wikafadilla,"Kalimantan Barat, Indonesia",2022-01-25 01:55:21
4690,"Pasang IndiHome paket pelajar sekarang bisa bebas streaming film, bebas scroll TikTok dan yang paling penting free… https://t.co/5FDAxRiSCS",wikafadilla,"Kalimantan Barat, Indonesia",2022-01-25 01:54:52
4691,indihome gua takbir sama lo https://t.co/2PAFnIukKu,thisbbanghoon,deobi only.,2022-01-25 01:53:50
4692,Baru pasang IndiHome paket pelajar di rumah. Jadi  udah gak takut kuota habis buat aktivitas online di rumah. Apala… https://t.co/JkrsrFUFT9,wikafadilla,"Kalimantan Barat, Indonesia",2022-01-25 01:53:22
4693,"Semalem indihome Sama telkomsel kenapa sih?
WiFi tiba Tiba mati, Pas ganti pake data, Lola.
Gue sampe ketiduran geg… https://t.co/8M1SwFlKka",dwiayu11_,Indonesia,2022-01-25 01:53:20
4694,"Belajar asik di IndiHome Study. Lengkap banget materi pelajaran disekolah, jadi bisa sekalian ikut KIGP 2022 nih. S… https://t.co/ZyDQZ8yKSY",wikafadilla,"Kalimantan Barat, Indonesia",2022-01-25 01:52:49
4695,"Sad bgt indihome saking lemotnya download monterey sampe bisa 4 hari gini estimasinya 😪😩

Kamu bumn kok payah bgt s… https://t.co/ZGH4XnRS6Y",elsayunitaa,else-where,2022-01-25 01:52:12
4696,"lagi di luar kota, tenang bro..
walau lagi diluar kota, kamu bisa update berita terkini di kotamu kok..
indiHome sa… https://t.co/OGcFDhnLvU",msi3193,,2022-01-25 01:52:02
4697,"@IndiHomeCare saya sudah daftar Indihome dan melakukan pembayaran dari tanggal 21.
Namun sampai sekarang telfon tid… https://t.co/pT6CLV7zhj",Chen_Dian_Chen,,2022-01-25 01:50:50
4698,Buat orang tua bangga kalo ikutan dan menangkan hadiah total ratusan juta dengan ikutan cerdas cermat online dari I… https://t.co/0AEY8tu1e7,DMeyrizal,"West Borneo, Indonesia",2022-01-25 01:50:15
